,label,indices
8110,Mathematical calculations and formulas,"[6330, 3267, 9593, 595, 2509, 5106, 10959, 451, 1322, 4122]"
8118,Mathematical reasoning verification and pattern recognition,"[1974, 1118, 1091, 1180, 5351, 1975, 383, 1092, 970, 898]"
8141,Numerical quantity descriptors,"[2180, 7457, 1140, 1123, 1875, 10360, 2555, 7735, 5238, 843]"
8157,Explanation of algorithm or approach in programming solutions,"[3256, 3099, 2542, 6421, 3018, 11441, 6646, 2170, 4026, 6027]"
8167,Algorithm explanation and problem-solving strategies,"[14353, 9439, 18619, 1321, 4216, 8215, 12241, 18262, 19633, 878]"
8173,Algorithmic problem-solving explanations,"[44, 297, 105, 223, 14880, 43, 14784, 1506, 80, 1075]"
8180,Variables in mathematical expressions,"[10962, 5593, 13786, 288, 385, 3245, 16681, 2064, 9946, 386]"
8209,Mathematical formula presentation in LaTeX,"[7933, 3789, 3795, 3788, 15792, 8907, 3790, 16003, 4925, 5158]"
8212,Small integers in mathematical contexts,"[3836, 3620, 6386, 7063, 3129, 1570, 5649, 1304, 8745, 1336]"
8255,Logical connections and relationships between concepts,"[485, 10020, 11376, 244, 1901, 377, 3211, 4789, 9329, 13640]"
8298,Mathematical calculation and numerical reasoning,"[809, 18664, 1544, 192, 164, 107, 73, 55, 9057, 4654]"
8318,Mathematical and logical symbols in context,"[6416, 700, 6090, 311, 6074, 3478, 2046, 7940, 4020, 13029]"
8328,small numbers in technical contexts,"[823, 520, 453, 680, 677, 804, 419, 309, 577, 779]"
8337,Mathematical number concepts,"[8627, 329, 1483, 847, 4012, 322, 4972, 1108, 4880, 8121]"
8339,Algorithmic mathematical operations in competitive programming,"[13975, 11652, 9065, 4470, 13709, 1925, 5532, 12792, 9365, 12215]"
8342,Thinking through mathematical optimization problems,"[4020, 2976, 2335, 788, 2390, 1560, 7386, 2158, 7264, 3063]"
8354,Mathematical reasoning and comparison operations,"[7760, 6220, 7793, 14878, 178, 2459, 7082, 18240, 2527, 4913]"
8358,Mathematical calculation steps,"[7854, 1058, 900, 8539, 8763, 7564, 14777, 2475, 5115, 4686]"
8359,Mathematical problem-solving,"[10885, 11575, 14801, 5856, 3670, 11265, 2136, 8445, 8277, 6321]"
8362,Numerical value verification in mathematical reasoning,"[577, 324, 2505, 724, 772, 1059, 870, 2655, 826, 1605]"
8378,Mathematical floor operations in explanations,"[12535, 3508, 858, 4676, 3833, 8945, 1314, 2897, 2736, 6527]"
8379,mathematical solution sets requested,"[46, 32, 55, 1614, 75, 43, 10575, 2294, 46, 45]"
8392,Number patterns and sequences in mathematical reasoning,"[1661, 1659, 4432, 6944, 1660, 8310, 8302, 1459, 4434, 4436]"
8397,The assistant is solving complex mathematical or algorithmic problems,"[6896, 3233, 5654, 19122, 11579, 234, 18059, 218, 4238, 2327]"
8400,Mathematical calculation and algorithmic reasoning steps,"[294, 8747, 3814, 1219, 1841, 3590, 2991, 6882, 1997, 1980]"
8417,Mathematical expressions and calculations,"[1826, 1253, 1203, 1308, 2341, 2247, 1229, 1421, 1899, 567]"
8419,Calculating or stating sums in mathematical contexts,"[10327, 1297, 8916, 11096, 8240, 11448, 3002, 6772, 1546, 1519]"
8421,Mathematical reasoning with small integers,"[631, 1621, 973, 9085, 3971, 2941, 3526, 627, 647, 881]"
8424,Mathematical calculation and numerical reasoning,"[1050, 13897, 2129, 9161, 256, 3399, 5156, 5424, 1415, 299]"
8428,Explaining implementation methods or algorithms,"[8661, 8120, 10839, 4208, 8901, 1459, 5979, 2471, 4946, 6675]"
8434,Numbers in mathematical calculations,"[3915, 892, 2390, 2475, 16448, 1091, 12609, 8179, 6604, 1654]"
8460,Mathematical formula manipulation,"[1225, 2283, 1352, 1353, 11661, 645, 11024, 11023, 5274, 2166]"
8485,Algorithmic explanation definite article,"[2563, 2511, 1486, 1717, 1486, 11872, 7276, 2585, 466, 1734]"
8486,Mathematical multiplication operations,"[7084, 16755, 10338, 17548, 6372, 6027, 14258, 4783, 4945, 5658]"
8490,Mathematical expression parsing,"[1404, 7560, 6396, 7891, 2806, 2986, 2379, 16456, 7309, 20759]"
8491,Mathematical optimization problems,"[9120, 134, 70, 18, 34, 373, 134, 9737, 408, 39]"
8492,Mathematical calculation steps,"[12134, 15844, 1411, 3066, 18136, 17979, 9225, 9295, 9591, 5227]"
8497,Multiplication operations in mathematical reasoning,"[578, 222, 582, 630, 448, 385, 418, 359, 237, 290]"
8498,Mathematical variables and expressions,"[3103, 2717, 11661, 1916, 3733, 2602, 4618, 2572, 1445, 3190]"
8504,Example-providing in technical explanations,"[2057, 3613, 2073, 5097, 3828, 2996, 1820, 2060, 2885, 1689]"
8507,Mathematical function notation,"[6162, 4580, 2893, 11062, 12284, 4218, 3882, 3875, 6394, 3916]"
8531,Mathematical reasoning and computation,"[4568, 878, 2628, 4748, 966, 2753, 8375, 1691, 1256, 5154]"
8570,The user has posed an analytical or mathematical problem,"[1, 1, 1, 1, 1, 1, 1, 1401, 7742, 1]"
8585,Algorithm problem-solving explanations,"[9008, 12321, 7637, 16380, 7312, 21629, 12021, 16457, 16848, 1594]"
8593,Mathematical reasoning with variables,"[5676, 449, 9006, 9804, 361, 8044, 1131, 2641, 465, 7409]"
8601,Mathematical or logical relationships expressed in terms of other concepts,"[11464, 11615, 385, 11514, 433, 331, 1011, 781, 6040, 4311]"
8609,Detailed algorithmic and mathematical problem-solving explanations,"[9979, 9789, 4812, 15669, 10657, 3867, 8005, 6453, 8391, 10372]"
8614,Viewing problems as mathematical models,"[2370, 2765, 2270, 1157, 3789, 2968, 1824, 3706, 5170, 5464]"
8632,Mathematical notation and variables in problem-solving,"[6702, 2044, 484, 11682, 2006, 5287, 619, 1535, 4459, 4817]"
8635,Mathematical notation and expressions,"[165, 11, 3322, 483, 13, 3321, 191, 606, 7242, 2812]"
8682,Mathematical explanation connective syntax,"[85, 5407, 1054, 5406, 750, 7547, 835, 132, 1952, 763]"
8683,Algorithm explanation in programming problems,"[5127, 6803, 6815, 5690, 2573, 8549, 12059, 5134, 11167, 9205]"
8694,Mathematical notation and symbols,"[4996, 1839, 1077, 3934, 5030, 2600, 1415, 484, 1333, 4218]"
8728,Mathematical computation and algorithms,"[332, 92, 332, 192, 2167, 344, 1043, 308, 142, 641]"
8731,Mathematical reasoning about results or outcomes,"[613, 977, 2953, 757, 1431, 751, 425, 823, 700, 2488]"
8762,Programming problems and algorithmic thinking,"[665, 142, 166, 51, 85, 291, 16603, 28, 169, 567]"
8767,Algorithm explanation in programming solutions,"[2031, 7516, 8527, 9010, 12775, 7292, 7057, 10149, 2640, 7222]"
8791,Mathematical and logical assertions during problem-solving,[]
8796,Detailed algorithmic and mathematical explanations,[]
8818,Mathematical problem solving,"[12048, 15661, 10689, 7578, 10910, 6021, 4588, 4602, 15254, 7004]"
8828,Small integers in mathematical contexts,"[6359, 2310, 7871, 12121, 2973, 11257, 1311, 2633, 1980, 8783]"
8839,Mathematical expressions and problem-solving steps,"[880, 372, 1081, 2278, 3945, 781, 10960, 3993, 883, 1179]"
8841,Mathematical problem solving,"[4914, 4377, 3848, 2914, 2503, 1862, 9353, 8750, 13804, 1647]"
8846,Mathematical variables in equations and expressions,"[8873, 7254, 6314, 8064, 7574, 11170, 6701, 8622, 6316, 1006]"
8848,Mathematical definition or qualification phrases,"[68, 221, 125, 21, 293, 78, 199, 132, 259, 339]"
8858,Algorithm and data structure explanations in programming problems,"[6595, 2859, 26, 6127, 148, 243, 4718, 1612, 10037, 3421]"
8867,Division operations in mathematical reasoning,"[3181, 2633, 2911, 926, 4588, 3986, 3379, 1790, 1251, 2529]"
8870,Mathematical operations and equality relationships,"[820, 1719, 6238, 1246, 4683, 9720, 7792, 765, 7419, 8347]"
8872,Mathematical calculations and algebraic manipulations,"[8438, 850, 3946, 3512, 1044, 3779, 733, 1359, 495, 2405]"
8880,Numbers in mathematical problem statements and constraints,"[618, 3894, 4286, 2414, 4416, 3865, 5600, 2415, 5503, 1848]"
8882,Programming problem solving and explanation,"[143, 364, 223, 39, 77, 313, 77, 662, 156, 194]"
8883,Mathematical properties and relationships,"[4012, 2631, 2032, 2200, 3858]"
8890,Mathematical objects defined as 'nice' when satisfying specific conditions,"[8, 28, 27, 76, 28, 39, 7, 36, 9, 50]"
8897,Mathematical variables in explanations,"[6235, 3971, 11813, 7199, 6201, 5375, 14751, 6338, 1800, 6919]"
8906,Mathematical calculation steps,"[5717, 10814, 1146, 12070, 3081, 8729, 5279, 1190, 5810, 3895]"
8934,Problem-solving reasoning in algorithmic and mathematical contexts,"[40, 40, 733, 213, 40, 107, 1176, 459, 508, 168]"
8948,Mathematical notation and symbols in algorithms,"[41, 109, 6820, 59, 6632, 562, 43, 5695, 6383, 6819]"
8966,Mathematical and computational problem-solving reasoning,"[5737, 963, 1352, 2649, 2980, 1326, 716, 462, 133, 1022]"
8969,Algorithm explanation and implementation,"[4031, 8845, 13724, 6804, 6670, 12953, 11637, 10662, 1751, 13581]"
8971,Mathematical reasoning and problem-solving,"[115, 47, 535, 75, 39, 118, 59, 1581, 23, 2749]"
8978,Mathematical problem-solving in competitive programming tasks,"[6480, 9121, 2839, 9015, 5354, 3547, 1690, 9566, 3337, 2699]"
8979,Mathematical problem solving,"[14223, 10776, 23943, 9926, 15619, 18174, 14438, 16681, 13125, 15130]"
8990,Mathematical notation and variables in problem solving,"[2779, 9387, 386, 6042, 8969, 7128, 2810, 6554, 3117, 4907]"
8993,Algorithm and data structure terminology,"[1695, 4642, 1813, 2351, 8182, 6844, 2967, 2285, 5388, 5231]"
8995,Mathematical equation rearrangement and algorithmic reasoning,"[3890, 8229, 717, 540, 631, 8327, 3977, 373, 4648, 8817]"
9001,Discussing numerical outputs or answers in mathematical contexts,"[8808, 8813, 2034, 8809, 8812, 6365, 5327, 5637, 5696, 6646]"
9070,Mathematical problem-solving reasoning,"[2582, 12255, 11422, 9477, 16979, 10835, 6721, 6338, 5394, 11967]"
9084,Mathematical calculations and equality operations,"[3972, 2106, 3238, 3240, 844, 13492, 1407, 1497, 307, 308]"
9101,Mathematical operators and symbols in algorithmic reasoning,"[1721, 9570, 16846, 6274, 7524, 7900, 1734, 20413, 7297, 6910]"
9113,Mathematical notation and constraints in problem statements,"[469, 154, 138, 163, 482, 401, 402, 318, 297, 284]"
9117,Mathematical problem-solving and computational reasoning,"[46, 422, 348, 17646, 286, 235, 2460, 225, 970, 170]"
9123,Algorithmic problem-solving explanations,"[5749, 4278, 8861, 10954, 3582, 8212, 7282, 8410, 7965, 9006]"
9125,Numbers in mathematical calculations,"[5523, 16331, 14548, 7309, 6092, 13689, 2881, 5064, 12008, 6321]"
9135,Problem-solving approach explanation,"[939, 825, 1066, 1008, 661, 1171, 994, 897, 962, 539]"
9140,Mathematical notation and variables in problem statements,"[147, 223, 286, 45, 101, 110, 407, 100, 15707, 157]"
9142,Numbers in mathematical calculations and problem solutions,"[8167, 3776, 3198, 2856, 1646, 6705, 3969, 3893, 1979, 2627]"
9146,Mathematical notation and syntax,"[8951, 11443, 7464, 4042, 9927, 15300, 13284, 12684, 6486, 13134]"
9154,mathematical problem solving,"[534, 483, 483, 417, 485, 485, 582, 532, 325, 532]"
9158,Multiplication operations in mathematical contexts,"[4534, 3296, 4656, 6261, 4949, 5282, 6898, 14899, 1553, 14372]"
9220,Algorithmic problem-solving explanations,"[5540, 8642, 11696, 20901, 3115, 13657, 3344, 11687, 2386, 13662]"
9245,Numerical answers in programming and mathematical problems,"[221, 207, 227, 565, 496, 273, 312, 507, 475, 250]"
9247,Mathematical problem solving,"[3411, 1426, 424, 2393, 1375, 15609, 1919, 1235, 5921, 1940]"
9263,Algorithmic problem-solving explanations,"[476, 476, 461, 593, 593, 556, 691, 571, 430, 691]"
9269,Mathematical problem-solving and algorithmic reasoning,"[9375, 8093, 8514, 12353, 3269, 3571, 6297, 2818, 2732, 9096]"
9272,Mathematical operations and value merging in programming contexts,"[8518, 8771, 10520, 8519, 7847, 12733, 4504, 9446, 6728, 9447]"
9274,Relational phrases in logical and mathematical contexts,"[16, 15, 15, 8, 7, 18, 69, 6, 32, 31]"
9275,Step-by-step problem solving in mathematical contexts,"[5639, 4765, 2490, 1665, 2516, 729, 1713, 12826, 1805, 4740]"
9282,Mathematical reasoning and problem-solving,"[1068, 1251, 1646, 731, 2632, 660, 1155, 2145, 2093, 6389]"
9288,Mathematical and programming syntax,"[4237, 3717, 3898, 9182, 4283, 4159, 3290, 4868, 3006, 3120]"
9322,Logical necessity and mathematical equality,"[535, 10607, 8065, 9350, 5052, 8169, 12246, 8274, 582, 4029]"
9346,Dynamic programming concepts and problem-solving,"[7592, 5012, 6238, 6910, 8005, 5770, 16979, 11365, 7732, 6475]"
9347,Algorithm explanation in programming problem solutions,"[13984, 13016, 3881, 14268, 13736, 9973, 3676, 4606, 7623, 7618]"
9352,Numbers and numerical concepts,"[14018, 2470, 842, 631, 206, 21226, 1073, 1491, 1532, 5041]"
9359,Mathematical commas in algorithms and numerical explanations,"[3366, 1582, 7411, 10854, 13260, 3131, 6091, 6896, 11671, 3791]"
9367,Mathematical explanation flow markers,"[1293, 8845, 2992, 496, 7368, 2540, 561, 6156, 315, 9286]"
9370,Mathematical calculation and step-by-step reasoning,"[1210, 5605, 226, 300, 5320, 5110, 1207, 9082, 10978, 4365]"
9382,Mathematical problem-solving steps,"[1738, 5420, 1032, 626, 2366, 12833, 5035, 4384, 1979, 2485]"
9384,Mathematical expressions and calculations,"[11690, 6356, 1616, 8068, 1855, 1491, 4555, 8252, 3119, 767]"
9397,Mathematical variables and symbols in equations,"[3065, 9619, 1345, 15785, 517, 7333, 3281, 479, 4719, 6087]"
9418,Analysis of subjects (mathematical or computational reasoning),"[38, 9, 824, 4, 71, 71, 9, 2328, 10111, 7330]"
9454,Mathematical reasoning with case analysis,"[12276, 1983, 3012, 13542, 3185, 1140, 12345, 1306, 6693, 906]"
9456,Mathematical operators and values in code,"[8651, 6401, 2964, 5480, 7348, 10890, 10825, 1867, 7377, 11788]"
9467,Programming problem understanding and analysis,"[5062, 1211, 8221, 8120, 11148, 7626, 5779, 6184, 3194, 3138]"
9485,Algorithm explanation and problem-solving approach,"[42, 10040, 378, 113, 128, 12098, 561, 232, 17721, 262]"
9499,Mathematical notation and algorithmic explanations,"[74, 1622, 10230, 37, 188, 2905, 2990, 11449, 10781, 10478]"
9511,Programming syntax for mathematical operations,"[7619, 2419, 4853, 6739, 5180, 9162, 955, 9025, 5455, 1995]"
9515,Optimization objectives in mathematical problems,"[347, 377, 310, 224, 237, 227, 369, 323, 161, 145]"
9516,Mathematical reasoning transitions,"[10328, 13672, 1730, 12576, 6488, 2219, 5377, 15185, 1694, 8422]"
9539,Mathematical calculation and numerical reasoning,"[2876, 11367, 11110, 2007, 1155, 5660, 12584, 1452, 2687, 3583]"
9549,Simplification indicator in mathematical reasoning,"[613, 107, 232, 615, 1223, 120, 306, 829, 132, 206]"
9562,Mathematical calculations and arithmetic operations,"[750, 476, 751, 3266, 751, 2295, 1787, 749, 3608, 14683]"
9607,Mathematical problem solving,"[2020, 2073, 8078, 15686, 16967, 6148, 17388, 13091, 7813, 2751]"
9620,Mathematical variables in equation solving,"[3500, 2382, 1849, 9455, 2353, 2960, 1525, 7014, 10521, 2483]"
9622,Explanatory text about programming problem examples,"[246, 300, 300, 322, 358, 454, 453, 379, 454, 294]"
9634,Algorithm problem-solving explanations,"[16660, 11922, 11857, 10833, 14528, 17419, 19184, 13200, 20468, 15671]"
9644,Mathematical reasoning and equation solving,"[1679, 12947, 10781, 1093, 945, 11286, 6984, 11992, 2536, 2328]"
9649,Mathematical calculations and numerical operations,"[1823, 6764, 3080, 609, 557, 5702, 6771, 1315, 1292, 1638]"
9650,Algorithmic problem solving explanations,"[12569, 13655, 11521, 9650, 16481, 11539, 6939, 11492, 11980, 9456]"
9653,Mathematical problem solving,"[5849, 3536, 6264, 18254, 5967, 1624, 4394, 1514, 36, 5]"
9661,Mathematical calculation and algorithmic problem-solving,"[6552, 2641, 2016, 7881, 1851, 2642, 771, 1850, 994, 2708]"
9682,Variable assignment in mathematical problem-solving,"[3662, 5841, 3663, 10422, 5445, 5824, 9828, 3937, 10469, 7638]"
9690,Mathematical multiplication operations,"[2457, 5799, 4780, 1051, 9566, 3816, 3713, 1666, 1781, 12997]"
9704,Mathematical problem-solving and algorithmic reasoning,"[8513, 4868, 3251, 14835, 8071, 12515, 2669, 2977, 12896, 2108]"
9707,Explaining mathematical or computational aggregation operations,"[3393, 375, 1679, 4995, 844, 3885, 3886, 250, 1949, 2477]"
9717,Multiplication operations in mathematical contexts,"[3809, 2298, 18741, 3945, 9791, 12523, 8689, 6582, 15176, 12678]"
9719,Formal mathematical reasoning and problem-solving,"[478, 812, 1529, 545, 7621, 1994, 2189, 4650, 1368, 3186]"
9729,Algorithm explanation in programming problems,"[78, 329, 161, 79, 78, 95, 79, 79, 79, 238]"
9737,Numbers and numerical values,"[6892, 3717, 2817, 8369, 6014, 4945, 9578, 14440, 1451, 1670]"
9747,Mathematical variables and parameters in algorithmic explanations,"[1299, 5157, 6364, 16855, 3978, 5141, 7094, 11290, 7920, 3307]"
9762,Recognizes computer science concepts,"[17735, 9976, 10855, 12567, 1053, 4657, 766, 13169, 8733, 7759]"
9763,Mathematical comparison operations,"[13779, 5620, 4046, 6884, 3193, 2574, 3635, 1077, 5056, 5129]"
9768,Mathematical calculations and expressions in problem-solving,"[1538, 620, 2471, 1078, 5185, 817, 1353, 3800, 2811, 831]"
9823,Mathematical and programming problem statements,"[3638, 3637, 710, 4277, 1146, 2429, 163, 3867, 2430, 1739]"
9858,Logical reasoning and mathematical relationships,"[12535, 693, 333, 1335, 12587, 263, 806, 565, 2851, 3091]"
9861,find or determine a mathematical or computational result,"[399, 240, 210, 484, 997, 476, 832, 330, 315, 356]"
9862,Mathematical and algorithmic problem-solving,"[272, 375, 473, 496, 340, 2199, 152, 2114, 9763, 16443]"
9866,Mathematical pattern recognition in algorithmic problems,"[9726, 3325, 10352, 15869, 1481, 586, 1870, 12060, 3332, 9733]"
9899,Mathematical calculation results in programming problems,"[4385, 1964, 1452, 1298, 894, 4120, 4014, 3554, 1094, 1314]"
9937,Reasoning through mathematical problems,"[10939, 10478, 847, 10069, 5788, 15088, 3757, 1852, 1727, 4401]"
9938,Enumeration or iteration in mathematical reasoning,"[2541, 1298, 1982, 925, 10208, 1230, 4722, 4629, 4891, 13591]"
9939,Programming syntax and mathematical operations,"[139, 115, 115, 103, 139, 18224, 35, 44, 10, 7770]"
9941,Mathematical variable definitions and relationships,"[4852, 3903, 9206, 6193, 5056, 382, 2304, 98, 225, 258]"
9945,Mathematical variable assignments in algorithms,"[15666, 8196, 9729, 6124, 5657, 6173, 8711, 12252, 6827, 17615]"
9952,Mathematical reasoning involving the number 2,"[16262, 11084, 7004, 2302, 5927, 5370, 11476, 14559, 3296, 7483]"
9956,Division operations in mathematics and programming,"[5906, 8489, 649, 1911, 12003, 4150, 10684, 16865, 9777, 5676]"
9961,Mathematical problem-solving reasoning,"[9120, 9121, 2920, 15, 9268, 7173, 58, 82, 58, 1133]"
9963,Mathematical and programming variables,"[271, 5674, 274, 6337, 3207, 928, 3477, 19162, 2012, 1544]"
9964,Beginning of detailed explanations in technical problem-solving,"[7174, 6776, 15839, 6224, 1078, 1603, 3640, 15708, 13752, 1334]"
9972,Algorithm explanation in code,"[128, 6834, 1232, 97, 184, 401, 184, 5893, 12707, 16536]"
9985,Mathematical reasoning and calculation,"[4238, 12567, 11752, 4179, 18628, 6073, 8748, 4214, 2145, 9428]"
9993,mathematical calculation steps,"[9099, 14291, 3006, 7660, 14290, 2348, 9953, 14292, 7163, 9181]"
9999,Algorithmic reasoning and computational mathematics,"[366, 8851, 1827, 772, 1757, 6402, 9724, 133, 1726, 1014]"
10015,Numbers in mathematical expressions,"[5644, 6287, 3167, 2246, 1461, 1268, 15267, 3693, 1240, 550]"
10040,beginning of technical explanation in problem-solving contexts,"[243, 144, 203, 91, 162, 120, 179, 114, 112, 167]"
10041,Numbers being used in mathematical calculations,"[4668, 2198, 866, 5589, 11451, 3779, 5993, 3142, 1717, 1823]"
10057,Mathematical notation and variables,"[79, 77, 420, 124, 22, 316, 235, 138, 43, 455]"
10061,Mathematical reasoning confirmation,"[307, 149, 329, 132, 135, 466, 515, 99, 288, 242]"
10066,Mathematical reasoning and algorithmic problem-solving,"[2667, 3673, 4543, 2462, 1973, 3299, 4763, 7041, 4755, 2416]"
10069,Mathematical graph description in problem statements,"[43, 44, 44, 43, 118, 118, 119, 119, 47, 41]"
10075,Mathematical reasoning and explanation,"[6970, 10533, 9822, 1982, 1244, 1243, 4129, 790, 15017, 17243]"
10079,Mathematical notation in programming explanations,"[1157, 4265, 1733, 1367, 7186, 7488, 1711, 2785, 4026, 2431]"
10084,Numbers in mathematical calculations,"[11044, 14279, 11056, 3756, 525, 12584, 16205, 3510, 3565, 1202]"
10088,Mathematical problem-solving with geometric and algorithmic reasoning,"[377, 341, 346, 355, 422, 346, 393, 321, 376, 247]"
10106,Detailed problem solving explanations,"[10089, 16094, 8207, 9093, 7854, 6295, 6358, 3518, 4558, 3201]"
10121,Mathematical problem-solving exploration in geometry,"[4565, 6420, 8400, 4197, 2212, 2340, 6032, 1205, 1090, 3958]"
10131,Algorithm and data structure explanation,"[11413, 1331, 12172, 4394, 5042, 9614, 9368, 9091, 2826, 4578]"
10144,Mathematical expressions and operations in code,"[9228, 9508, 15427, 13345, 6452, 15317, 6764, 3986, 3157, 14060]"
10160,Punctuation and connective phrases in mathematical reasoning,"[616, 337, 505, 920, 290, 801, 782, 833, 328, 708]"
10177,Negative numbers in mathematical contexts,"[374, 15093, 818, 1401, 4448, 830, 3366, 374, 374, 204]"
10180,Mathematical divisibility concepts,"[391, 372, 782, 433, 7427, 438, 474, 2781, 555, 2786]"
10183,mathematical reasoning and calculation,"[15401, 4628, 6325, 9684, 5722, 1111, 548, 785, 3347, 2774]"
10215,Mathematical expressions and algebraic notation,"[9686, 2245, 2485, 14831, 3456, 3399, 1963, 15462, 3999, 206]"
10233,Mathematical addition operations,"[1204, 500, 1564, 2968, 2108, 10202, 849, 898, 910, 1752]"
10236,mathematical equality and target value relationships,"[2355, 9980, 11938, 1614, 13147, 901, 1686, 12742, 8775, 2399]"
10238,Mathematical reasoning calculation steps,"[10389, 1873, 1263, 3851, 816, 1162, 1632, 1456, 3559, 5790]"
10257,Mathematical computation and calculation,[]
10285,Mathematical computation and algebraic manipulation,[]
10287,Mathematical notation and calculations,[]
10292,Mathematical expressions and numerical computation,[]
10297,Explaining how a technique helps solve a programming problem,[]
10301,Mathematical problem solving,[]
10302,Mathematical operations in programming solutions,[]
10311,Curved geometric objects and their mathematical properties,[]
10330,Arithmetic calculation steps in mathematical reasoning,"[991, 3498, 1974, 1511, 3978, 600, 4018, 201, 1069, 1372]"
10349,Mathematical notation and symbols,"[9917, 407, 4467, 8752, 1167, 6040, 2956, 12937, 303, 10207]"
10355,Mathematical or programming explanations using 'where' to define variables or conditions,"[6729, 8922, 6334, 11566, 3476, 1765, 4297, 6694, 1449, 4689]"
10361,Mathematical calculation steps,"[13884, 7667, 1110, 2106, 1375, 1051, 1050, 4661, 1688, 4714]"
10374,Solving math problems,"[3546, 9848, 2737, 2313, 12196, 25427, 9849, 2667, 3547, 4049]"
10377,Mathematical notation and operations in problem-solving contexts,"[309, 5312, 292, 786, 5139, 752, 5138, 494, 959, 4031]"
10383,The number 1 in programming and algorithms,"[13069, 5865, 12473, 4556, 11667, 3674, 5744, 5772, 12063, 11468]"
10403,Mathematical optimization problems,"[13088, 12797, 12533, 13089, 12923, 4748, 12592, 5379, 5882, 5749]"
10404,Explaining algorithmic approaches to problem solving,"[11420, 12691, 3646, 3660, 3909, 10903, 10372, 6556, 10141, 4050]"
10408,Mathematical operations and calculations,"[10332, 14591, 388, 1501, 5197, 6240, 4755, 14905, 832, 5518]"
10414,Algorithmic problem-solving explanations,"[9474, 15056, 9740, 8799, 17201, 9149, 10854, 9954, 11974, 14689]"
10426,Small integers in mathematical reasoning,"[4737, 3769, 1738, 936, 5079, 687, 777, 1793, 7809, 1153]"
10442,Numbers and numerical concepts,"[1746, 1081, 35, 4158, 52, 212, 29, 297, 27, 634]"
10450,step-by-step mathematical calculation explanations,"[2138, 4131, 14923, 17760, 7754, 2732, 7714, 6623, 7797, 11653]"
10456,Mathematical algorithm explanation,"[3511, 13114, 1372, 2690, 4266, 12995, 1776, 6982, 657, 12872]"
10471,The number 2 in mathematical and programming contexts,"[9791, 9981, 13752, 11325, 9262, 6996, 6854, 10480, 6871, 8523]"
10475,Mathematical calculation steps in problem solving,"[13580, 14994, 7005, 12779, 8598, 9997, 8636, 3404, 6914, 7304]"
10490,Counting and quantifying in mathematical contexts,"[884, 1888, 319, 3715, 666, 293, 1803, 487, 1615, 552]"
10507,Mathematical variables in algorithms and code,"[11805, 13972, 5594, 13384, 5593, 12342, 10903, 3982, 2536, 3713]"
10513,Mathematical variables in expressions and equations,"[1771, 2291, 642, 1477, 1783, 751, 9138, 680, 11006, 3226]"
10524,Mathematical expressions and equation components,"[3962, 7239, 7639, 2400, 1432, 1513, 2980, 6541, 1667, 8491]"
10527,Mathematical calculation explanations,"[11741, 12756, 1280, 1281, 4126, 9751, 4026, 5942, 13651, 2185]"
10544,algorithmic concepts and data structures,"[16764, 20188, 8935, 10837, 7107, 26571, 12330, 13091, 13416, 14867]"
10586,Mathematical and computational problem-solving tokens,"[118, 928, 106, 928, 175, 446, 102, 15, 446, 469]"
10629,Mathematical problem solving with numerical calculations,"[73, 14, 514, 383, 13, 182, 99, 13, 15, 13]"
10635,Algorithm explanation in programming solutions,"[270, 248, 251, 194, 244, 251, 192, 248, 244, 154]"
10649,Specific numerical values in mathematical problems,"[6332, 1447, 10183, 8825, 3104, 2812, 2706, 14071, 980, 2792]"
10661,Mathematical uncertainty or possibility,"[203, 97, 7750, 1616, 13626, 4403, 1178, 6872, 4661, 2885]"
10677,Mathematical problem solving,"[852, 2646, 4549, 1773, 7452, 3176, 1785, 3042, 1289, 1648]"
10684,Mathematical products and multiplication,"[15247, 218, 6215, 736, 10587, 1695, 243, 3009, 1248, 3805]"
10713,Mathematical problem-solving reasoning,"[10532, 15593, 14411, 8285, 12954, 7070, 18238, 2418, 7244, 13958]"
10731,Quantitative reasoning and numerical analysis,"[14849, 7936, 3928, 11187, 5630, 7309, 11210, 6568, 6651, 6042]"
10741,Mathematical reasoning steps in geometry and algebra problems,"[7722, 1455, 3888, 1314, 4409, 548, 1515, 1220, 12306, 897]"
10747,Algorithm and data structure concepts,"[6778, 5872, 4436, 4187, 6365, 7440, 11295, 3808, 3795, 11544]"
10769,Mathematical calculation steps in problem-solving,"[3185, 491, 7766, 3242, 651, 2272, 976, 1699, 9398, 3255]"
10770,Algorithm explanation in programming solutions,"[4677, 2524, 5264, 9607, 5263, 3265, 9736, 18746, 10543, 4488]"
10782,Technical explanation reaching computation or result,"[7766, 10354, 6354, 3600, 3532, 3487, 7656, 12448, 4103, 2609]"
10820,Solving complex algorithmic and mathematical problems,"[13127, 5971, 10558, 14260, 14940, 14058, 14304, 12215, 6381, 6917]"
10825,Mathematical derivation explanations,"[5444, 17432, 10660, 5877, 5995, 2032, 4861, 6760, 11638, 5434]"
10827,Mathematical problem-solving code,"[19600, 8675, 11951, 14946, 782, 11935, 10005, 6033, 10375, 20935]"
10831,Algorithmic problem solving and mathematical reasoning,"[418, 468, 307, 266, 300, 233, 300, 483, 268, 382]"
10845,Algorithm explanation and computational problem-solving,"[8428, 9093, 1953, 10622, 2298, 1437, 111, 2616, 13341, 6094]"
10853,Mathematical calculation steps,"[12184, 4511, 1655, 6358, 8122, 5128, 13409, 4628, 806, 863]"
